Federal Office of Meteorology and Climatology, MeteoSwiss
Operation Center 1
Postfach 257
8058 Zürich-Flughafen

Order number 94064

Filename                                Filetype  Station                              Parameter                                                   Period
order_94064_TAE_rzz150mx_1_data.txt     Data      Aadorf / Tänikon                     Precipitation; maximum ten minute total of the month        198012-201110
order_94064_GLSWA_rzz150mx_13_legend.txt Legend    Schwanden                            Precipitation; maximum ten minute total of the month        202007-202008
order_94064_GLSWA_rzz150mx_14_data.txt  Data      Schwanden                            Precipitation; maximum ten minute total of the month        202009-202102
order_94064_GLSWA_rzz150mx_14_legend.txt Legend    Schwanden                            Precipitation; maximum ten minute total of the month        202009-202102
order_94064_VSSIE_rzz150mx_1_data.txt   Data      Sierre                               Precipitation; maximum ten minute total of the month        201311-201703
order_94064_VSSIE_rzz150mx_1_legend.txt Legend    Sierre                               Precipitation; maximum ten minute total of the month        201311-201703
order_94064_VSSIE_rzz150mx_2_data.txt   Data      Sierre                               Precipitation; maximum ten minute total of the month        201704-201807
order_94064_VSSIE_rzz150mx_2_legend.txt Legend    Sierre                               Precipitation; maximum ten minute total of the month        201704-201807
order_94064_VSSIE_rzz150mx_3_data.txt   Data      Sierre                               Precipitation; maximum ten minute total of the month        201808-201811
order_94064_VSSIE_rzz150mx_3_legend.txt Legend    Sierre                               Precipitation; maximum ten minute total of the month        201808-201811
order_94064_VSSIE_rzz150mx_4_data.txt   Data      Sierre                               Precipitation; maximum ten minute total of the month        201812-202103
order_94064_VSSIE_rzz150mx_4_legend.txt Legend    Sierre                               Precipitation; maximum ten minute total of the month        201812-202103
order_94064_DLSIG_rzz150mx_1_data.txt   Data      Sigmaringen                          Precipitation; maximum ten minute total of the month        201605-201608
order_94064_DLSIG_rzz150mx_1_legend.txt Legend    Sigmaringen                          Precipitation; maximum ten minute total of the month        201605-201608
order_94064_DLSIG_rzz150mx_2_data.txt   Data      Sigmaringen                          Precipitation; maximum ten minute total of the month        201609-201705
order_94064_DLSIG_rzz150mx_2_legend.txt Legend    Sigmaringen                          Precipitation; maximum ten minute total of the month        201609-201705
order_94064_DLSIG_rzz150mx_3_data.txt   Data      Sigmaringen                          Precipitation; maximum ten minute total of the month        201707-201905
order_94064_DLSIG_rzz150mx_3_legend.txt Legend    Sigmaringen                          Precipitation; maximum ten minute total of the month        201707-201905
order_94064_DLSIG_rzz150mx_4_data.txt   Data      Sigmaringen                          Precipitation; maximum ten minute total of the month        201906-202007
order_94064_DLSIG_rzz150mx_4_legend.txt Legend    Sigmaringen                          Precipitation; maximum ten minute total of the month        201906-202007
order_94064_DLSIG_rzz150mx_5_data.txt   Data      Sigmaringen                          Precipitation; maximum ten minute total of the month        202008-202103
order_94064_DLSIG_rzz150mx_5_legend.txt Legend    Sigmaringen                          Precipitation; maximum ten minute total of the month        202008-202103
order_94064_SIH_rzz150mx_1_data.txt     Data      Sihlbrugg                            Precipitation; maximum ten minute total of the month        201508-202103
order_94064_SIH_rzz150mx_1_legend.txt   Legend    Sihlbrugg                            Precipitation; maximum ten minute total of the month        201508-202103
order_94064_TISOM_rzz150mx_1_data.txt   Data      Somazzo                              Precipitation; maximum ten minute total of the month        201301-201412
order_94064_TISOM_rzz150mx_1_legend.txt Legend    Somazzo                              Precipitation; maximum ten minute total of the month        201301-201412
order_94064_IYSMP_rzz150mx_1_data.txt   Data      St. Martin in Passeier               Precipitation; maximum ten minute total of the month        201212-201902
order_94064_IYSMP_rzz150mx_1_legend.txt Legend    St. Martin in Passeier               Precipitation; maximum ten minute total of the month        201212-201902
order_94064_IYSMP_rzz150mx_2_data.txt   Data      St. Martin in Passeier               Precipitation; maximum ten minute total of the month        201905-201907
order_94064_IYSMP_rzz150mx_2_legend.txt Legend    St. Martin in Passeier               Precipitation; maximum ten minute total of the month        201905-201907
order_94064_IYSMP_rzz150mx_3_data.txt   Data      St. Martin in Passeier               Precipitation; maximum ten minute total of the month        201909-201912
order_94064_IYSMP_rzz150mx_3_legend.txt Legend    St. Martin in Passeier               Precipitation; maximum ten minute total of the month        201909-201912
order_94064_IYSMP_rzz150mx_4_data.txt   Data      St. Martin in Passeier               Precipitation; maximum ten minute total of the month        202001-202002
order_94064_IYSMP_rzz150mx_4_legend.txt Legend    St. Martin in Passeier               Precipitation; maximum ten minute total of the month        202001-202002
order_94064_IYSMP_rzz150mx_5_data.txt   Data      St. Martin in Passeier               Precipitation; maximum ten minute total of the month        202005-202006
order_94064_IYSMP_rzz150mx_5_legend.txt Legend    St. Martin in Passeier               Precipitation; maximum ten minute total of the month        202005-202006
order_94064_IYSMP_rzz150mx_6_data.txt   Data      St. Martin in Passeier               Precipitation; maximum ten minute total of the month        202009-202012
order_94064_IYSMP_rzz150mx_6_legend.txt Legend    St. Martin in Passeier               Precipitation; maximum ten minute total of the month        202009-202012
order_94064_DLSTA_rzz150mx_1_data.txt   Data      Stockach                             Precipitation; maximum ten minute total of the month        202102-202103
order_94064_DLSTA_rzz150mx_1_legend.txt Legend    Stockach                             Precipitation; maximum ten minute total of the month        202102-202103
order_94064_THU_rzz150mx_1_data.txt     Data      Thun                                 Precipitation; maximum ten minute total of the month        201212-202103
order_94064_THU_rzz150mx_1_legend.txt   Legend    Thun                                 Precipitation; maximum ten minute total of the month        201212-202103
order_94064_ZHTUR_rzz150mx_1_data.txt   Data      Turbenthal                           Precipitation; maximum ten minute total of the month        200512-202103
order_94064_ZHTUR_rzz150mx_1_legend.txt Legend    Turbenthal                           Precipitation; maximum ten minute total of the month        200512-202103
order_94064_WSLUIB_rzz150mx_1_data.txt  Data      Uitikon Bestand                      Precipitation; maximum ten minute total of the month        201809-201810
order_94064_WSLUIB_rzz150mx_1_legend.txt Legend    Uitikon Bestand                      Precipitation; maximum ten minute total of the month        201809-201810
order_94064_WSLUIB_rzz150mx_2_data.txt  Data      Uitikon Bestand                      Precipitation; maximum ten minute total of the month        201902-201909
order_94064_WSLUIB_rzz150mx_2_legend.txt Legend    Uitikon Bestand                      Precipitation; maximum ten minute total of the month        201902-201909
order_94064_WSLUIB_rzz150mx_3_data.txt  Data      Uitikon Bestand                      Precipitation; maximum ten minute total of the month        201911-202008
order_94064_WSLUIB_rzz150mx_3_legend.txt Legend    Uitikon Bestand                      Precipitation; maximum ten minute total of the month        201911-202008
order_94064_WSLUIB_rzz150mx_4_data.txt  Data      Uitikon Bestand                      Precipitation; maximum ten minute total of the month        202009-202103
order_94064_WSLUIB_rzz150mx_4_legend.txt Legend    Uitikon Bestand                      Precipitation; maximum ten minute total of the month        202009-202103
order_94064_WSLUIF_rzz150mx_1_data.txt  Data      Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201608-201610
order_94064_WSLUIF_rzz150mx_1_legend.txt Legend    Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201608-201610
order_94064_WSLUIF_rzz150mx_2_data.txt  Data      Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201611-201708
order_94064_WSLUIF_rzz150mx_2_legend.txt Legend    Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201611-201708
order_94064_WSLUIF_rzz150mx_3_data.txt  Data      Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201709-201711
order_94064_WSLUIF_rzz150mx_3_legend.txt Legend    Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201709-201711
order_94064_WSLUIF_rzz150mx_4_data.txt  Data      Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201809-201811
order_94064_WSLUIF_rzz150mx_4_legend.txt Legend    Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201809-201811
order_94064_WSLUIF_rzz150mx_5_data.txt  Data      Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201812-202008
order_94064_WSLUIF_rzz150mx_5_legend.txt Legend    Uitikon Freiland                     Precipitation; maximum ten minute total of the month        201812-202008
order_94064_WSLUIF_rzz150mx_6_data.txt  Data      Uitikon Freiland                     Precipitation; maximum ten minute total of the month        202009-202102
order_94064_WSLUIF_rzz150mx_6_legend.txt Legend    Uitikon Freiland                     Precipitation; maximum ten minute total of the month        202009-202102
order_94064_DLUMM_rzz150mx_1_data.txt   Data      Ulm /Mähringen                       Precipitation; maximum ten minute total of the month        202009-202103
order_94064_DLUMM_rzz150mx_1_legend.txt Legend    Ulm /Mähringen                       Precipitation; maximum ten minute total of the month        202009-202103
order_94064_WAG_rzz150mx_1_data.txt     Data      Waldegg                              Precipitation; maximum ten minute total of the month        201905-202103
order_94064_WAG_rzz150mx_1_legend.txt   Legend    Waldegg                              Precipitation; maximum ten minute total of the month        201905-202103
order_94064_DLWIE_rzz150mx_1_data.txt   Data      Wielenbach                           Precipitation; maximum ten minute total of the month        201605-201608
order_94064_DLWIE_rzz150mx_1_legend.txt Legend    Wielenbach                           Precipitation; maximum ten minute total of the month        201605-201608
order_94064_DLWIE_rzz150mx_2_data.txt   Data      Wielenbach                           Precipitation; maximum ten minute total of the month        201609-201804
order_94064_DLWIE_rzz150mx_2_legend.txt Legend    Wielenbach                           Precipitation; maximum ten minute total of the month        201609-201804
order_94064_DLWIE_rzz150mx_3_data.txt   Data      Wielenbach                           Precipitation; maximum ten minute total of the month        201806-201907
order_94064_DLWIE_rzz150mx_3_legend.txt Legend    Wielenbach                           Precipitation; maximum ten minute total of the month        201806-201907
order_94064_DLWIE_rzz150mx_4_data.txt   Data      Wielenbach                           Precipitation; maximum ten minute total of the month        201908-202103
order_94064_DLWIE_rzz150mx_4_legend.txt Legend    Wielenbach                           Precipitation; maximum ten minute total of the month        201908-202103
order_94064_SGWIL_rzz150mx_1_data.txt   Data      Wil                                  Precipitation; maximum ten minute total of the month        199312-201404
order_94064_SGWIL_rzz150mx_1_legend.txt Legend    Wil                                  Precipitation; maximum ten minute total of the month        199312-201404
order_94064_SGWIL_rzz150mx_2_data.txt   Data      Wil                                  Precipitation; maximum ten minute total of the month        201405-202103
order_94064_SGWIL_rzz150mx_2_legend.txt Legend    Wil                                  Precipitation; maximum ten minute total of the month        201405-202103
order_94064_LUWIL_rzz150mx_1_data.txt   Data      Willisau                             Precipitation; maximum ten minute total of the month        201612-202009
order_94064_LUWIL_rzz150mx_1_legend.txt Legend    Willisau                             Precipitation; maximum ten minute total of the month        201612-202009
order_94064_LUWIL_rzz150mx_2_data.txt   Data      Willisau                             Precipitation; maximum ten minute total of the month        202011-202102
order_94064_LUWIL_rzz150mx_2_legend.txt Legend    Willisau                             Precipitation; maximum ten minute total of the month        202011-202102
order_94064_LUWOL_rzz150mx_1_data.txt   Data      Wolhusen                             Precipitation; maximum ten minute total of the month        201612-202102
order_94064_LUWOL_rzz150mx_1_legend.txt Legend    Wolhusen                             Precipitation; maximum ten minute total of the month        201612-202102
order_94064_ZHZEL_rzz150mx_1_data.txt   Data      Zell / Rämismühle                    Precipitation; maximum ten minute total of the month        200009-200304
order_94064_ZHZEL_rzz150mx_1_legend.txt Legend    Zell / Rämismühle                    Precipitation; maximum ten minute total of the month        200009-200304
order_94064_ZHZEL_rzz150mx_2_data.txt   Data      Zell / Rämismühle                    Precipitation; maximum ten minute total of the month        200305-202103
order_94064_ZHZEL_rzz150mx_2_legend.txt Legend    Zell / Rämismühle                    Precipitation; maximum ten minute total of the month        200305-202103
order_94064_DLZWI_rzz150mx_1_data.txt   Data      Zwiesel                              Precipitation; maximum ten minute total of the month        202008-202009
order_94064_DLZWI_rzz150mx_1_legend.txt Legend    Zwiesel                              Precipitation; maximum ten minute total of the month        202008-202009
order_94064_DLZWI_rzz150mx_2_data.txt   Data      Zwiesel                              Precipitation; maximum ten minute total of the month        202010-202103
order_94064_DLZWI_rzz150mx_2_legend.txt Legend    Zwiesel                              Precipitation; maximum ten minute total of the month        202010-202103
order_94064_SMA_rzz150mx_1_data.txt     Data      Zürich / Fluntern                    Precipitation; maximum ten minute total of the month        198012-202103
order_94064_SMA_rzz150mx_1_legend.txt   Legend    Zürich / Fluntern                    Precipitation; maximum ten minute total of the month        198012-202103
